race_id,race_name,race_date,venue_code,race_number,horse_number,horse_name,sex_encoded,age,weight,popularity,odds_numeric,last_3f,horse_weight_kg,horse_weight_change,trainer_encoded,trainer_frequency,jockey_encoded,jockey_frequency,year,month,day_of_week,field_size,race_avg_odds,race_avg_weight,race_type_encoded
20251123_tokyo_04,東京4R,2025-11-23,5,4,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_04,東京4R,2025-11-23,5,4,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_05,東京5R,2025-11-23,5,5,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_06,東京6R,2025-11-23,5,6,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_07,東京7R,2025-11-23,5,7,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_08,東京8R,2025-11-23,5,8,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_09,東京9R,2025-11-23,5,9,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_10,東京10R,2025-11-23,5,10,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_11,東京11R,2025-11-23,5,11,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_tokyo_12,東京12R,2025-11-23,5,12,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_01,京都1R,2025-11-23,8,1,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_02,京都2R,2025-11-23,8,2,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_03,京都3R,2025-11-23,8,3,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_04,京都4R,2025-11-23,8,4,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
